Tabelle: 22421-0001
Pflegebedürftige: Deutschland, Stichtag, Geschlecht,;;;;;;;;;;;;;;;
Altersgruppen, Art der Versorgung von Pflegebedürftigen;;;;;;;;;;;;;;;
Statistik über d. Empfänger v.Pflegegeldleistungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pflegebedürftige (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Stichtag;;;;;;;;;;;;;;;;;;;;;;;;;
;;;31.12.1999;;31.12.2001;;31.12.2003;;31.12.2005;;31.12.2007;;31.12.2009;;31.12.2011;;31.12.2013;;31.12.2015;;31.12.2017;;31.12.2019;;31.12.2021;;31.12.2023;
;;70 bis unter 75 Jahre;38781;e;39280;e;38545;e;40812;e;45585;e;52636;e;53610;e;52258;e;49308;e;54089;e;62893;e;74227;e;81095;e
;;75 bis unter 80 Jahre;73838;e;71203;e;72057;e;73441;e;76464;e;80799;e;85271;e;96540;e;108131;e;123790;e;131270;e;114326;e;113440;e
;;80 bis unter 85 Jahre;70816;e;88347;e;112039;e;115664;e;115793;e;127274;e;128990;e;130741;e;147784;e;185315;e;233821;e;252216;e;247303;e
;;85 bis unter 90 Jahre;104438;e;96031;e;77031;e;86128;e;115387;e;138231;e;137081;e;145735;e;163901;e;185918;e;219274;e;251607;e;295361;e
;;90 bis unter 95 Jahre;53874;e;60650;e;65206;e;64916;e;53165;e;51210;e;71643;e;87612;e;98301;e;112396;e;134146;e;142080;e;144417;e
;;95 Jahre und mehr;12619;e;15062;e;17452;e;19990;e;22760;e;24950;e;20954;e;17709;e;24873;e;32227;e;38395;e;42863;e;44323;e
;;Insgesamt;415289;e;434679;e;450126;e;471543;e;504232;e;555197;e;576264;e;615846;e;692273;e;829958;e;982604;e;1046798;e;1100672;e
Vollstationäre Pflege;männlich;unter 5 Jahre;20;e;21;e;35;e;38;e;27;e;66;e;12;e;60;e;19;e;39;e;53;e;55;e;81;e
;;5 bis unter 10 Jahre;39;e;41;e;46;e;51;e;68;e;33;e;22;e;33;e;40;e;37;e;44;e;60;e;47;e
;;10 bis unter 15 Jahre;110;e;75;e;57;e;51;e;53;e;77;e;53;e;43;e;61;e;57;e;56;e;46;e;60;e
;;15 bis unter 20 Jahre;163;e;138;e;126;e;122;e;116;e;95;e;70;e;79;e;87;e;85;e;60;e;63;e;77;e
;;20 bis unter 25 Jahre;263;e;261;e;299;e;267;e;263;e;266;e;236;e;211;e;166;e;196;e;190;e;184;e;166;e
;;25 bis unter 30 Jahre;430;e;356;e;379;e;385;e;380;e;392;e;370;e;354;e;368;e;380;e;321;e;284;e;263;e
;;30 bis unter 35 Jahre;803;e;732;e;591;e;539;e;526;e;530;e;507;e;543;e;505;e;607;e;528;e;507;e;432;e
;;35 bis unter 40 Jahre;1357;e;1264;e;1149;e;1071;e;955;e;859;e;720;e;736;e;740;e;881;e;832;e;820;e;783;e
;;40 bis unter 45 Jahre;1785;e;1816;e;1978;e;2064;e;2000;e;1872;e;1590;e;1398;e;1216;e;1226;e;1181;e;1194;e;1209;e
;;45 bis unter 50 Jahre;2502;e;2604;e;2813;e;3108;e;3324;e;3476;e;3357;e;3180;e;2808;e;2684;e;2188;e;1943;e;1781;e
;;50 bis unter 55 Jahre;3289;e;3691;e;4113;e;4450;e;4952;e;5387;e;5485;e;5980;e;5753;e;6039;e;5206;e;4610;e;3954;e
;;55 bis unter 60 Jahre;6691;e;5309;e;5388;e;6075;e;7007;e;7822;e;7933;e;8517;e;9119;e;10271;e;10200;e;9842;e;8797;e
;;60 bis unter 65 Jahre;11027;e;11531;e;11265;e;9981;e;9197;e;9588;e;10891;e;12243;e;12495;e;14486;e;15077;e;15667;e;15632;e
;;65 bis unter 70 Jahre;11569;e;13163;e;16013;e;17809;e;18340;e;17562;e;13843;e;14127;e;15580;e;18848;e;19635;e;20025;e;20899;e
;;70 bis unter 75 Jahre;13439;e;15358;e;17022;e;19448;e;22552;e;26643;e;26437;e;25669;e;22247;e;21592;e;21108;e;23756;e;25233;e
;;75 bis unter 80 Jahre;16603;e;17665;e;20624;e;24362;e;27075;e;29409;e;30453;e;35444;e;38493;e;39672;e;35607;e;28373;e;27195;e
;;80 bis unter 85 Jahre;14031;e;17706;e;24167;e;27282;e;29786;e;35934;e;37077;e;37673;e;40905;e;47477;e;52643;e;51291;e;48626;e
